HK,Residual,Psipred,CA
,,91.39,
,,91.39,
,,91.39,
,,91.39,
,,91.39,
,,91.4,
,,91.4,
,,91.4,
,,91.4,
,,91.4,
,,91.41,
,,91.42,
,,91.43,
,,91.43,
,,91.43,
,,91.43,
,,91.43,
,,91.43,
,,91.44,
,,91.44,
,,91.44,
,,91.45,
,,91.46,
,,91.46,
,,91.46,
,,91.46,
,,91.47,
,,91.47,
,,91.47,
,,91.48,
,,91.48,
,,91.48,
,,91.48,
,,91.48,
,,91.49,
,,91.49,
,,91.49,
,,91.49,
,,91.49,
,,91.49,
,,91.49,
,,91.5,
,,91.51,
,,91.51,
,,91.51,
,,91.52,
,,91.52,
,,91.52,
,,91.52,
,,91.53,
,,91.53,
,,91.53,
,,91.53,
,,91.53,
,,91.53,
,,91.53,
,,91.53,
,,91.53,
,,91.54,
,,91.55,
,,91.55,
,,91.55,
,,91.56,
,,91.56,
,,91.56,
,,91.58,
,,91.58,
,,91.58,
,,91.58,
,,91.58,
,,91.59,
,,91.59,
,,91.59,
,,91.59,
,,91.6,
,,91.6,
,,91.61,
,,91.61,
,,91.62,
,,91.62,
,,91.63,
,,91.63,
,,91.63,
,,91.63,
,,91.63,
,,91.63,
,,91.64,
,,91.64,
,,91.64,
,,91.64,
,,91.64,
,,91.64,
,,91.64,
,,91.64,
,,91.64,
,,91.65,
,,91.65,
,,91.66,
,,91.66,
,,91.66,
,,91.66,
,,91.67,
,,91.67,
,,91.67,
,,91.68,
,,91.68,
,,91.68,
,,91.68,
,,91.69,
,,91.69,
,,91.69,
,,91.7,
,,91.7,
,,91.71,
,,91.72,
,,91.72,
,,91.72,
,,91.72,
,,91.72,
,,91.73,
,,91.73,
,,91.73,
,,91.73,
,,91.73,
,,91.73,
,,91.73,
,,91.73,
,,91.74,
,,91.74,
,,91.74,
,,91.74,
,,91.74,
,,91.74,
,,91.74,
,,91.75,
,,91.75,
,,91.75,
,,91.76,
,,91.76,
,,91.76,
,,91.76,
,,91.77,
,,91.77,
,,91.78,
,,91.78,
,,91.78,
,,91.78,
,,91.78,
,,91.78,
,,91.78,
,,91.79,
,,91.8,
,,91.8,
,,91.8,
,,91.81,
,,91.81,
,,91.81,
,,91.81,
,,91.81,
,,91.82,
,,91.82,
,,91.82,
,,91.82,
,,91.82,
,,91.84,
,,91.84,
,,91.84,
,,91.85,
,,91.85,
,,91.85,
,,91.86,
,,91.86,
,,91.86,
,,91.86,
,,91.86,
,,91.86,
,,91.86,
,,91.86,
,,91.87,
,,91.87,
,,91.87,
,,91.87,
,,91.87,
,,91.88,
,,91.88,
,,91.88,
,,91.88,
,,91.89,
,,91.9,
,,91.9,
,,91.9,
,,91.9,
,,91.9,
,,91.9,
,,91.91,
,,91.91,
,,91.91,
,,91.91,
,,91.91,
,,91.92,
,,91.92,
,,91.92,
,,91.92,
,,91.93,
,,91.93,
,,91.93,
,,91.94,
,,91.94,
,,91.94,
,,91.94,
,,91.95,
,,91.95,
,,91.95,
,,91.95,
,,91.96,
,,91.96,
,,91.96,
,,91.96,
,,91.97,
,,91.97,
,,91.97,
,,91.97,
,,91.98,
,,91.98,
,,91.99,
,,91.99,
,,91.99,
,,91.99,
,,92,
,,92,
,,92,
,,92.01,
,,92.01,
,,92.02,
,,92.02,
,,92.02,
,,92.02,
,,92.02,
,,92.02,
,,92.02,
,,92.02,
,,92.02,
,,92.02,
,,92.03,
,,92.03,
,,92.03,
,,92.03,
,,92.03,
,,92.05,
,,92.05,
,,92.05,
,,92.05,
,,92.05,
,,92.06,
,,92.06,
,,92.06,
,,92.07,
,,92.07,
,,92.07,
,,92.08,
,,92.08,
,,92.09,
,,92.09,
,,92.09,
,,92.1,
,,92.1,
,,92.1,
,,92.1,
,,92.11,
,,92.11,
,,92.11,
,,92.12,
,,92.12,
,,92.12,
,,92.12,
,,92.12,
,,92.13,
,,92.13,
,,92.13,
,,92.13,
,,92.13,
,,92.13,
,,92.13,
,,92.13,
,,92.14,
,,92.15,
,,92.15,
,,92.15,
,,92.15,
,,92.15,
,,92.15,
,,92.16,
,,92.16,
,,92.16,
,,92.16,
,,92.16,
,,92.17,
,,92.17,
,,92.18,
,,92.18,
,,92.18,
,,92.18,
,,92.18,
,,92.18,
,,92.19,
,,92.19,
,,92.2,
,,92.2,
,,92.2,
,,92.2,
,,92.21,
,,92.21,
,,92.21,
,,92.21,
,,92.21,
,,92.21,
,,92.22,
,,92.22,
,,92.23,
,,92.23,
,,92.23,
,,92.23,
,,92.24,
,,92.24,
,,92.26,
,,92.26,
,,92.26,
,,92.27,
,,92.27,
,,92.27,
,,92.27,
,,92.27,
,,92.28,
,,92.28,
,,92.28,
,,92.28,
,,92.29,
,,92.29,
,,92.29,
,,92.29,
,,92.29,
,,92.3,
,,92.3,
,,92.3,
,,92.3,
,,92.3,
,,92.31,
,,92.31,
,,92.31,
,,92.31,
,,92.31,
,,92.31,
,,92.31,
,,92.31,
,,92.31,
,,92.32,
,,92.32,
,,92.32,
,,92.33,
,,92.34,
,,92.34,
,,92.35,
,,92.35,
,,92.35,
,,92.35,
,,92.36,
,,92.36,
,,92.36,
,,92.36,
,,92.36,
,,92.37,
,,92.37,
,,92.37,
,,92.38,
,,92.38,
,,92.38,
,,92.38,
,,92.38,
,,92.39,
,,92.39,
,,92.39,
,,92.39,
,,92.4,
,,92.4,
,,92.4,
,,92.4,
,,92.41,
,,92.41,
,,92.41,
,,92.41,
,,92.41,
,,92.41,
,,92.41,
,,92.41,
,,92.41,
,,92.42,
,,92.42,
,,92.42,
,,92.42,
,,92.42,
,,92.43,
,,92.43,
,,92.44,
,,92.44,
,,92.44,
,,92.45,
,,92.45,
,,92.46,
,,92.46,
,,92.46,
,,92.46,
,,92.47,
,,92.48,
,,92.49,
,,92.49,
,,92.5,
,,92.5,
,,92.5,
,,92.5,
,,92.51,
,,92.51,
,,92.51,
,,92.51,
,,92.52,
,,92.52,
,,92.52,
,,92.52,
,,92.53,
,,92.53,
,,92.53,
,,92.53,
,,92.53,
,,92.53,
,,92.54,
,,92.54,
,,92.54,
,,92.55,
,,92.55,
,,92.55,
,,92.55,
,,92.55,
,,92.55,
,,92.55,
,,92.55,
,,92.56,
,,92.56,
,,92.56,
,,92.57,
,,92.57,
,,92.57,
,,92.58,
,,92.59,
,,92.59,
,,92.59,
,,92.59,
,,92.59,
,,92.59,
,,92.59,
,,92.6,
,,92.61,
,,92.61,
,,92.61,
,,92.61,
,,92.61,
,,92.62,
,,92.62,
,,92.63,
,,92.63,
,,92.63,
,,92.63,
,,92.63,
,,92.64,
,,92.64,
,,92.65,
,,92.66,
,,92.67,
,,92.68,
,,92.69,
,,92.69,
,,92.69,
,,92.69,
,,92.69,
,,92.7,
,,92.7,
,,92.7,
,,92.71,
,,92.72,
,,92.72,
,,92.73,
,,92.73,
,,92.74,
,,92.76,
,,92.76,
,,92.76,
,,92.76,
,,92.77,
,,92.77,
,,92.77,
,,92.78,
,,92.78,
,,92.78,
,,92.79,
,,92.8,
,,92.8,
,,92.8,
,,92.8,
,,92.81,
,,92.81,
,,92.81,
,,92.81,
,,92.82,
,,92.82,
,,92.82,
,,92.82,
,,92.83,
,,92.83,
,,92.83,
,,92.83,
,,92.84,
,,92.84,
,,92.84,
,,92.84,
,,92.84,
,,92.84,
,,92.85,
,,92.85,
,,92.85,
,,92.85,
,,92.86,
,,92.86,
,,92.86,
,,92.86,
,,92.86,
,,92.86,
,,92.86,
,,92.87,
,,92.87,
,,92.87,
,,92.87,
,,92.87,
,,92.88,
,,92.88,
,,92.88,
,,92.89,
,,92.89,
,,92.89,
,,92.89,
,,92.9,
,,92.9,
,,92.9,
,,92.9,
,,92.91,
,,92.91,
,,92.92,
,,92.93,
,,92.93,
,,92.93,
,,92.93,
,,92.93,
,,92.94,
,,92.94,
,,92.95,
,,92.95,
,,92.95,
,,92.95,
,,92.95,
,,92.95,
,,92.95,
,,92.96,
,,92.96,
,,92.96,
,,92.97,
,,92.97,
,,92.97,
,,92.97,
,,92.97,
,,92.98,
,,92.98,
,,92.98,
,,92.98,
,,92.98,
,,92.99,
,,92.99,
,,93,
,,93,
,,93,
,,93,
,,93,
,,93.01,
,,93.01,
,,93.01,
,,93.01,
,,93.01,
,,93.01,
,,93.02,
,,93.02,
,,93.03,
,,93.03,
,,93.03,
,,93.03,
,,93.03,
,,93.03,
,,93.04,
,,93.04,
,,93.05,
,,93.05,
,,93.05,
,,93.05,
,,93.05,
,,93.05,
,,93.05,
,,93.05,
,,93.06,
,,93.06,
,,93.06,
,,93.07,
,,93.08,
,,93.08,
,,93.08,
,,93.08,
,,93.08,
,,93.09,
,,93.09,
,,93.09,
,,93.1,
,,93.1,
,,93.1,
,,93.11,
,,93.12,
,,93.12,
,,93.12,
,,93.12,
,,93.12,
,,93.12,
,,93.12,
,,93.13,
,,93.13,
,,93.13,
,,93.13,
,,93.13,
,,93.14,
,,93.14,
,,93.14,
,,93.14,
,,93.15,
,,93.15,
,,93.15,
,,93.16,
,,93.16,
,,93.16,
,,93.16,
,,93.16,
,,93.17,
,,93.17,
,,93.17,
,,93.18,
,,93.18,
,,93.19,
,,93.19,
,,93.19,
,,93.19,
,,93.19,
,,93.2,
,,93.2,
,,93.2,
,,93.2,
,,93.21,
,,93.21,
,,93.21,
,,93.22,
,,93.22,
,,93.22,
,,93.23,
,,93.23,
,,93.24,
,,93.24,
,,93.24,
,,93.24,
,,93.24,
,,93.24,
,,93.25,
,,93.25,
,,93.25,
,,93.25,
,,93.26,
,,93.26,
,,93.26,
,,93.26,
,,93.26,
,,93.26,
,,93.26,
,,93.26,
,,93.26,
,,93.27,
,,93.28,
,,93.28,
,,93.28,
,,93.29,
,,93.3,
,,93.3,
,,93.3,
,,93.3,
,,93.3,
,,93.3,
,,93.31,
,,93.32,
,,93.33,
,,93.33,
,,93.33,
,,93.33,
,,93.33,
,,93.33,
,,93.33,
,,93.34,
,,93.34,
,,93.34,
,,93.35,
,,93.36,
,,93.36,
,,93.36,
,,93.36,
,,93.36,
,,93.36,
,,93.36,
,,93.37,
,,93.37,
,,93.37,
,,93.37,
,,93.38,
,,93.39,
,,93.39,
,,93.39,
,,93.39,
,,93.39,
,,93.4,
,,93.41,
,,93.41,
,,93.41,
,,93.41,
,,93.41,
,,93.42,
,,93.42,
,,93.42,
,,93.43,
,,93.43,
,,93.43,
,,93.44,
,,93.45,
,,93.45,
,,93.46,
,,93.46,
,,93.46,
,,93.46,
,,93.46,
,,93.46,
,,93.46,
,,93.46,
,,93.46,
,,93.46,
,,93.47,
,,93.48,
,,93.48,
,,93.49,
,,93.49,
,,93.49,
,,93.5,
,,93.5,
,,93.5,
,,93.5,
,,93.51,
,,93.51,
,,93.51,
,,93.52,
,,93.52,
,,93.52,
,,93.53,
,,93.53,
,,93.54,
,,93.54,
,,93.54,
,,93.54,
,,93.54,
,,93.55,
,,93.55,
,,93.55,
,,93.56,
,,93.56,
,,93.57,
,,93.58,
,,93.58,
,,93.59,
,,93.59,
,,93.59,
,,93.6,
,,93.6,
,,93.6,
,,93.61,
,,93.61,
,,93.62,
,,93.62,
,,93.63,
,,93.63,
,,93.63,
,,93.64,
,,93.64,
,,93.64,
,,93.65,
,,93.65,
,,93.66,
,,93.66,
,,93.67,
,,93.68,
,,93.68,
,,93.68,
,,93.68,
,,93.68,
,,93.68,
,,93.69,
,,93.69,
,,93.7,
,,93.7,
,,93.71,
,,93.71,
,,93.71,
,,93.72,
,,93.72,
,,93.72,
,,93.72,
,,93.73,
,,93.73,
,,93.73,
,,93.73,
,,93.73,
,,93.74,
,,93.74,
,,93.74,
,,93.75,
,,93.75,
,,93.76,
,,93.76,
,,93.76,
,,93.76,
,,93.77,
,,93.77,
,,93.77,
,,93.78,
,,93.78,
,,93.79,
,,93.8,
,,93.81,
,,93.81,
,,93.81,
,,93.81,
,,93.82,
,,93.83,
,,93.83,
,,93.83,
,,93.84,
,,93.84,
,,93.84,
,,93.84,
,,93.85,
,,93.85,
,,93.85,
,,93.85,
,,93.85,
,,93.86,
,,93.86,
,,93.86,
,,93.86,
,,93.87,
,,93.87,
,,93.87,
,,93.88,
,,93.89,
,,93.89,
,,93.9,
,,93.9,
,,93.9,
,,93.9,
,,93.92,
,,93.92,
,,93.93,
,,93.93,
,,93.93,
,,93.93,
,,93.95,
,,93.95,
,,93.95,
,,93.96,
,,93.97,
,,93.97,
,,93.97,
,,93.97,
,,93.97,
,,93.97,
,,93.98,
,,93.99,
,,93.99,
,,94,
,,94.01,
,,94.01,
,,94.02,
,,94.02,
,,94.02,
,,94.03,
,,94.03,
,,94.03,
,,94.03,
,,94.03,
,,94.04,
,,94.05,
,,94.06,
,,94.06,
,,94.06,
,,94.06,
,,94.06,
,,94.07,
,,94.07,
,,94.07,
,,94.07,
,,94.08,
,,94.08,
,,94.08,
,,94.09,
,,94.09,
,,94.09,
,,94.09,
,,94.09,
,,94.09,
,,94.09,
,,94.09,
,,94.1,
,,94.1,
,,94.1,
,,94.1,
,,94.1,
,,94.1,
,,94.1,
,,94.11,
,,94.11,
,,94.11,
,,94.11,
,,94.12,
,,94.12,
,,94.12,
,,94.12,
,,94.12,
,,94.13,
,,94.13,
,,94.13,
,,94.13,
,,94.13,
,,94.14,
,,94.14,
,,94.15,
,,94.15,
,,94.16,
,,94.16,
,,94.16,
,,94.16,
,,94.17,
,,94.17,
,,94.18,
,,94.18,
,,94.18,
,,94.18,
,,94.18,
,,94.18,
,,94.19,
,,94.2,
,,94.2,
,,94.2,
,,94.2,
,,94.2,
,,94.2,
,,94.21,
,,94.21,
,,94.21,
,,94.22,
,,94.23,
,,94.23,
,,94.23,
,,94.24,
,,94.24,
,,94.24,
,,94.24,
,,94.25,
,,94.25,
,,94.25,
,,94.25,
,,94.25,
,,94.25,
,,94.26,
,,94.26,
,,94.26,
,,94.26,
,,94.26,
,,94.26,
,,94.26,
,,94.27,
,,94.27,
,,94.27,
,,94.27,
,,94.28,
,,94.28,
,,94.28,
,,94.28,
,,94.29,
,,94.29,
,,94.29,
,,94.29,
,,94.3,
,,94.31,
,,94.31,
,,94.31,
,,94.31,
,,94.31,
,,94.32,
,,94.32,
,,94.33,
,,94.33,
,,94.34,
,,94.34,
,,94.34,
,,94.34,
,,94.34,
,,94.34,
,,94.34,
,,94.36,
,,94.36,
,,94.36,
,,94.36,
,,94.37,
,,94.37,
,,94.37,
,,94.37,
,,94.37,
,,94.38,
,,94.38,
,,94.38,
,,94.38,
,,94.4,
,,94.41,
,,94.41,
,,94.42,
,,94.42,
,,94.42,
,,94.43,
,,94.44,
,,94.44,
,,94.46,
,,94.46,
,,94.47,
,,94.48,
,,94.48,
,,94.48,
,,94.48,
,,94.49,
,,94.5,
,,94.52,
,,94.52,
,,94.53,
,,94.53,
,,94.54,
,,94.54,
,,94.54,
,,94.54,
,,94.55,
,,94.55,
,,94.55,
,,94.56,
,,94.56,
,,94.57,
,,94.57,
,,94.57,
,,94.58,
,,94.58,
,,94.59,
,,94.6,
,,94.6,
,,94.61,
,,94.61,
,,94.61,
,,94.61,
,,94.61,
,,94.61,
,,94.62,
,,94.62,
,,94.62,
,,94.62,
,,94.62,
,,94.63,
,,94.63,
,,94.63,
,,94.64,
,,94.64,
,,94.64,
,,94.65,
,,94.65,
,,94.65,
,,94.65,
,,94.65,
,,94.65,
,,94.66,
,,94.66,
,,94.66,
,,94.67,
,,94.67,
,,94.68,
,,94.68,
,,94.68,
,,94.69,
,,94.69,
,,94.69,
,,94.69,
,,94.7,
,,94.7,
,,94.7,
,,94.71,
,,94.71,
,,94.71,
,,94.71,
,,94.72,
,,94.72,
,,94.73,
,,94.73,
,,94.73,
,,94.73,
,,94.73,
,,94.73,
,,94.74,
,,94.75,
,,94.75,
,,94.76,
,,94.76,
,,94.76,
,,94.76,
,,94.76,
,,94.78,
,,94.79,
,,94.79,
,,94.8,
,,94.8,
,,94.8,
,,94.81,
,,94.81,
,,94.82,
,,94.82,
,,94.83,
,,94.83,
,,94.84,
,,94.84,
,,94.85,
,,94.86,
,,94.86,
,,94.86,
,,94.86,
,,94.87,
,,94.87,
,,94.87,
,,94.87,
,,94.87,
,,94.88,
,,94.88,
,,94.88,
,,94.88,
,,94.88,
,,94.88,
,,94.89,
,,94.89,
,,94.89,
,,94.9,
,,94.9,
,,94.9,
,,94.91,
,,94.91,
,,94.91,
,,94.91,
,,94.92,
,,94.92,
,,94.92,
,,94.93,
,,94.94,
,,94.95,
,,94.95,
,,94.95,
,,94.96,
,,94.96,
,,94.96,
,,94.96,
,,94.96,
,,94.96,
,,94.97,
,,94.97,
,,94.97,
,,94.98,
,,94.98,
,,94.98,
,,94.98,
,,94.98,
,,94.98,
,,94.99,
,,94.99,
,,94.99,
,,95,
,,95.01,
,,95.01,
,,95.02,
,,95.02,
,,95.03,
,,95.03,
,,95.05,
,,95.06,
,,95.06,
,,95.06,
,,95.06,
,,95.06,
,,95.07,
,,95.07,
,,95.07,
,,95.08,
,,95.08,
,,95.08,
,,95.08,
,,95.09,
,,95.09,
,,95.1,
,,95.11,
,,95.11,
,,95.12,
,,95.12,
,,95.12,
,,95.13,
,,95.15,
,,95.16,
,,95.16,
,,95.16,
,,95.16,
,,95.17,
,,95.17,
,,95.18,
,,95.18,
,,95.18,
,,95.19,
,,95.19,
,,95.2,
,,95.2,
,,95.2,
,,95.23,
,,95.23,
,,95.23,
,,95.24,
,,95.24,
,,95.24,
,,95.25,
,,95.26,
,,95.26,
,,95.26,
,,95.26,
,,95.26,
,,95.27,
,,95.27,
,,95.28,
,,95.28,
,,95.28,
,,95.28,
,,95.29,
,,95.29,
,,95.3,
,,95.3,
,,95.3,
,,95.31,
,,95.31,
,,95.32,
,,95.32,
,,95.33,
,,95.33,
,,95.33,
,,95.34,
,,95.35,
,,95.35,
,,95.36,
,,95.37,
,,95.37,
,,95.37,
,,95.37,
,,95.38,
,,95.38,
,,95.38,
,,95.38,
,,95.38,
,,95.39,
,,95.39,
,,95.39,
,,95.4,
,,95.4,
,,95.41,
,,95.41,
,,95.42,
,,95.42,
,,95.43,
,,95.44,
,,95.45,
,,95.45,
,,95.45,
,,95.45,
,,95.45,
,,95.46,
,,95.47,
,,95.47,
,,95.47,
,,95.48,
,,95.48,
,,95.48,
,,95.48,
,,95.49,
,,95.49,
,,95.49,
,,95.49,
,,95.5,
,,95.5,
,,95.51,
,,95.52,
,,95.52,
,,95.52,
,,95.52,
,,95.54,
,,95.54,
,,95.54,
,,95.55,
,,95.56,
,,95.56,
,,95.56,
,,95.56,
,,95.57,
,,95.57,
,,95.57,
,,95.57,
,,95.58,
,,95.59,
,,95.59,
,,95.6,
,,95.61,
,,95.61,
,,95.62,
,,95.62,
,,95.63,
,,95.63,
,,95.64,
,,95.65,
,,95.65,
,,95.65,
,,95.66,
,,95.66,
,,95.67,
,,95.67,
,,95.68,
,,95.68,
,,95.68,
,,95.69,
,,95.69,
,,95.69,
,,95.7,
,,95.71,
,,95.71,
,,95.71,
,,95.72,
,,95.72,
,,95.73,
,,95.74,
,,95.74,
,,95.75,
,,95.75,
,,95.75,
,,95.75,
,,95.75,
,,95.76,
,,95.76,
,,95.76,
,,95.76,
,,95.76,
,,95.76,
,,95.76,
,,95.76,
,,95.77,
,,95.77,
,,95.77,
,,95.78,
,,95.78,
,,95.78,
,,95.79,
,,95.79,
,,95.79,
,,95.8,
,,95.81,
,,95.81,
,,95.82,
,,95.82,
,,95.83,
,,95.83,
,,95.83,
,,95.85,
,,95.85,
,,95.85,
,,95.86,
,,95.87,
,,95.88,
,,95.88,
,,95.89,
,,95.89,
,,95.9,
,,95.9,
,,95.91,
,,95.91,
,,95.92,
,,95.93,
,,95.94,
,,95.95,
,,95.96,
,,95.96,
,,95.97,
,,95.98,
,,95.98,
,,95.99,
,,95.99,
,,95.99,
,,96,
,,96,
,,96.02,
,,96.02,
,,96.03,
,,96.03,
,,96.03,
,,96.04,
,,96.04,
,,96.05,
,,96.05,
,,96.07,
,,96.07,
,,96.08,
,,96.08,
,,96.08,
,,96.1,
,,96.11,
,,96.12,
,,96.12,
,,96.12,
,,96.13,
,,96.14,
,,96.14,
,,96.14,
,,96.14,
,,96.15,
,,96.16,
,,96.17,
,,96.17,
,,96.17,
,,96.17,
,,96.17,
,,96.18,
,,96.19,
,,96.19,
,,96.19,
,,96.19,
,,96.19,
,,96.2,
,,96.2,
,,96.21,
,,96.21,
,,96.22,
,,96.22,
,,96.22,
,,96.23,
,,96.23,
,,96.23,
,,96.23,
,,96.24,
,,96.24,
,,96.26,
,,96.27,
,,96.28,
,,96.29,
,,96.29,
,,96.29,
,,96.31,
,,96.32,
,,96.33,
,,96.33,
,,96.33,
,,96.34,
,,96.36,
,,96.36,
,,96.37,
,,96.39,
,,96.39,
,,96.4,
,,96.42,
,,96.43,
,,96.44,
,,96.44,
,,96.44,
,,96.45,
,,96.45,
,,96.45,
,,96.45,
,,96.45,
,,96.46,
,,96.46,
,,96.47,
,,96.47,
,,96.48,
,,96.49,
,,96.49,
,,96.5,
,,96.5,
,,96.52,
,,96.52,
,,96.53,
,,96.53,
,,96.53,
,,96.54,
,,96.54,
,,96.55,
,,96.55,
,,96.55,
,,96.57,
,,96.58,
,,96.59,
,,96.59,
,,96.6,
,,96.6,
,,96.61,
,,96.61,
,,96.61,
,,96.62,
,,96.63,
,,96.63,
,,96.68,
,,96.68,
,,96.68,
,,96.68,
,,96.69,
,,96.69,
,,96.69,
,,96.7,
,,96.71,
,,96.71,
,,96.71,
,,96.72,
,,96.74,
,,96.74,
,,96.77,
,,96.78,
,,96.78,
,,96.78,
,,96.78,
,,96.79,
,,96.8,
,,96.81,
,,96.82,
,,96.82,
,,96.84,
,,96.85,
,,96.86,
,,96.86,
,,96.86,
,,96.88,
,,96.89,
,,96.89,
,,96.89,
,,96.9,
,,96.92,
,,96.95,
,,96.97,
,,96.99,
,,96.99,
,,97.01,
,,97.01,
,,97.04,
,,97.08,
,,97.09,
,,97.09,
,,97.09,
,,97.09,
,,97.11,
,,97.14,
,,97.16,
,,97.18,
,,97.2,
,,97.2,
,,97.21,
,,97.21,
,,97.23,
,,97.23,
,,97.26,
,,97.26,
,,97.28,
,,97.28,
,,97.28,
,,97.32,
,,97.32,
,,97.33,
,,97.33,
,,97.34,
,,97.36,
,,97.36,
,,97.36,
,,97.37,
,,97.37,
,,97.39,
,,97.39,
,,97.39,
,,97.4,
,,97.41,
,,97.42,
,,97.43,
,,97.45,
,,97.47,
,,97.47,
,,97.48,
,,97.49,
,,97.52,
,,97.53,
,,97.54,
,,97.55,
,,97.55,
,,97.57,
,,97.57,
,,97.59,
,,97.61,
,,97.62,
,,97.64,
,,97.65,
,,97.67,
,,97.67,
,,97.68,
,,97.68,
,,97.72,
,,97.73,
,,97.74,
,,97.75,
,,97.75,
,,97.77,
,,97.78,
,,97.78,
,,97.78,
,,97.84,
,,97.85,
,,97.85,
,,97.88,
,,97.97,
,,97.97,
,,97.98,
,,97.98,
,,97.99,
,,98,
,,98,
,,98.01,
,,98.07,
,,98.08,
,,98.09,
,,98.1,
,,98.11,
,,98.14,
,,98.16,
,,98.18,
,,98.19,
,,98.19,
,,98.21,
,,98.22,
,,98.23,
,,98.3,
,,98.3,
,,98.38,
,,98.51,
,,98.54,
,,98.61,
,,98.68,
,,98.73,
,,98.86,
,,98.9,
,,98.99,
,,99.03,
,,99.06,
,,99.12,
,,99.12,
,,99.13,
,,99.15,
,,99.25,
,,99.3,
,,99.37,
,,99.41,
,,100,
,,100,
